NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
Letras-Português (Licenciatura) (1158116),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.32,31,12,2017,0.18,5.15
Letras-Português (Licenciatura) (1158116),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.32,31,16,2017,0.13,5.19
Química (Licenciatura) (99808),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.32,25,8,2017,0.17,5.15
Química (Licenciatura) (99808),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.32,25,10,2017,0.26,5.06
Engenharia de Alimentos (112294),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.32,44,22,2017,-0.02,5.34
Engenharia de Alimentos (112294),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.32,44,21,2017,0.09,5.23
Pedagogia (Licenciatura) (13410),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.32,88,7,2017,0.3,5.02
Música (Licenciatura) (118630),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.32,19,16,2017,0.13,5.18
Música (Licenciatura) (118630),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.32,19,18,2017,0.09,5.23
Música (Licenciatura) (118630),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.32,19,23,2017,-0.03,5.34
Música (Licenciatura) (118630),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.32,19,17,2017,0.13,5.19
Música (Licenciatura) (118630),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.32,19,14,2017,0.23,5.08
História (Licenciatura) (13405),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.32,73,28,2017,-0.1,5.42
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.31,54,17,2017,0.13,5.18
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.31,67,9,2017,0.16,5.15
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.31,32,18,2017,0.13,5.18
Engenharia (1106562),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.31,16,15,2017,0.23,5.08
Engenharia (13445),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.31,32,6,2017,0.45,4.86
Engenharia (13445),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.31,32,18,2017,0.16,5.15
Engenharia Ambiental (112282),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.31,48,29,2017,-0.11,5.42
Pedagogia (Licenciatura) (13410),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.31,87,4,2017,0.47,4.84
Pedagogia (Licenciatura) (13410),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.31,87,11,2017,0.25,5.06
Engenharia Química (13441),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.31,68,30,2017,-0.11,5.42
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.3,46,6,2017,0.7,4.6
Química (Licenciatura) (1152881),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.3,33,18,2017,0.11,5.19
Engenharia (1106561),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.3,20,16,2017,0.01,5.29
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.3,54,8,2017,0.28,5.02
Engenharia de Alimentos (118550),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.29,17,2,2017,0.84,4.46
Engenharia de Alimentos (118550),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.29,17,13,2017,0.15,5.15
Engenharia de Alimentos (118550),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.29,17,9,2017,0.28,5.02
Engenharia de Alimentos (118550),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.29,17,7,2017,0.69,4.6
Música (Licenciatura) (118630),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.29,17,17,2017,-0,5.29
História (Licenciatura) (13405),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.29,72,19,2017,0.11,5.18
Letras-Português (Licenciatura) (1158116),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.29,31,10,2017,0.14,5.15
Arquitetura e Urbanismo (1129147),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.29,49,20,2017,0.1,5.18
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.29,35,19,2017,0.1,5.19
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.29,35,10,2017,0.27,5.02
Engenharia Florestal (13456),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.29,21,20,2017,0.1,5.19
Engenharia Florestal (13456),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.29,21,9,2017,0.28,5.01
Engenharia Florestal (13456),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.29,21,12,2017,0.23,5.06
Pedagogia (Licenciatura) (13452),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.29,28,6,2017,0.5,4.78
Pedagogia (Licenciatura) (13410),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.28,88,19,2017,0.13,5.15
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.28,32,14,2017,0.13,5.15
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.28,32,21,2017,0.09,5.19
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.28,32,10,2017,0.27,5.01
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.28,32,8,2017,0.68,4.6
Química (Licenciatura) (99808),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.28,25,3,2017,1.21,4.07
Química (Licenciatura) (99808),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.28,25,7,2017,0.42,4.86
Engenharia Civil (13439),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.28,68,16,2017,0.2,5.08
Geografia (Licenciatura) (13407),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.28,43,11,2017,0.37,4.9
Letras-Português (Licenciatura) (1160083),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.28,43,5,2017,0.58,4.7
Matemática (Licenciatura) (1152880),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.28,18,7,2017,0.5,4.78
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.28,54,11,2017,0.13,5.15
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.28,54,11,2017,0.27,5.01
Engenharia (1106562),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.28,18,22,2017,0.05,5.23
Engenharia (1106562),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.28,18,2,2017,0.66,4.61
Matemática (Licenciatura) (1152880),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.28,18,12,2017,0.13,5.15
Matemática (Licenciatura) (1152880),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.28,18,10,2017,0.36,4.92
Matemática (Licenciatura) (13448),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.28,18,15,2017,0.13,5.15
Matemática (Licenciatura) (13448),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.28,18,20,2017,0.13,5.15
Engenharia (118562),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.28,29,24,2017,-0.07,5.34
Geografia (Licenciatura) (120777),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.27,62,8,2017,0.41,4.86
Geografia (Licenciatura) (120777),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.27,62,31,2017,-0.14,5.42
Química (Licenciatura) (1152881),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.27,33,11,2017,0.26,5.02
Química (Licenciatura) (1152881),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.27,33,9,2017,0.67,4.6
Química (Licenciatura) (1152881),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.27,33,16,2017,0.13,5.15
Química (Licenciatura) (1152881),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.27,33,19,2017,0.05,5.23
Engenharia (1106561),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.27,26,22,2017,0.08,5.19
Física (Licenciatura) (99810),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.27,15,1,2017,0.63,4.64
Física (Licenciatura) (99810),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.27,15,4,2017,0.44,4.83
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.26,53,5,2017,0.43,4.84
Engenharia Civil (13439),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.26,88,20,2017,0.03,5.23
Engenharia (1106561),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.26,27,32,2017,-0.16,5.42
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.26,66,6,2017,0.42,4.84
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.26,35,5,2017,0.27,4.99
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.26,35,21,2017,0.11,5.15
Engenharia Ambiental (112282),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.26,47,17,2017,0.11,5.15
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.25,67,3,2017,0.79,4.46
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.25,32,21,2017,0.02,5.23
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.25,32,17,2017,0.17,5.08
