NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
Química (Licenciatura) (99808),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.48,25,2,2017,0.88,4.6
Química (Licenciatura) (1152881),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.48,23,7,2017,0.18,5.29
Letras-Português (Licenciatura) (1160083),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.48,44,3,2017,0.49,4.99
Letras-Português (Licenciatura) (1160083),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.48,44,3,2017,0.64,4.84
Letras-Português (Licenciatura) (1160083),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.48,44,4,2017,0.57,4.9
Pedagogia (Licenciatura) (13410),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.48,88,6,2017,0.33,5.15
Engenharia Florestal (13456),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.48,21,13,2017,0.13,5.34
Engenharia Florestal (13456),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.48,21,10,2017,0.25,5.23
Engenharia Florestal (13456),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.48,21,5,2017,0.57,4.9
Pedagogia (Licenciatura) (13410),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.47,87,4,2017,0.55,4.92
Engenharia (13444),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.47,17,6,2017,0.39,5.08
Engenharia de Alimentos (118550),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.47,17,7,2017,0.24,5.23
Arquitetura e Urbanismo (1129147),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.47,49,14,2017,0.13,5.34
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.47,32,15,2017,0.13,5.34
Química (Licenciatura) (1152881),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.47,32,17,2017,0.05,5.42
Física (Licenciatura) (99810),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.47,15,16,2017,0.12,5.34
Física (Licenciatura) (99810),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.47,15,2,2017,1.4,4.07
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.47,45,5,2017,0.55,4.92
Física (Licenciatura) (99810),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.47,15,8,2017,0.24,5.23
Física (Licenciatura) (99810),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.47,15,6,2017,0.55,4.92
Física (Licenciatura) (99810),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.47,15,2,2017,0.63,4.84
Física (Licenciatura) (99810),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.47,15,1,2017,1.21,4.26
Letras-Português (Licenciatura) (1160083),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.47,43,7,2017,0.55,4.92
História (Licenciatura) (13405),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.46,72,12,2017,0.27,5.19
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.46,48,8,2017,0.16,5.29
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.46,35,12,2017,0.27,5.18
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.45,33,7,2017,0.31,5.15
Letras-Português (Licenciatura) (1160083),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.45,44,3,2017,0.61,4.84
Letras-Português (Licenciatura) (1160083),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.45,44,9,2017,0.23,5.23
Geografia (Licenciatura) (120777),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.45,62,13,2017,0.27,5.18
Pedagogia (Licenciatura) (13452),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.45,20,9,2017,0.16,5.29
Arquitetura e Urbanismo (1129147),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.45,49,13,2017,0.26,5.19
Pedagogia (Licenciatura) (13410),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.45,87,4,2017,0.3,5.15
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.45,47,18,2017,0.03,5.42
Ciências Sociais (Licenciatura) (13436),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.44,18,8,2017,0.3,5.15
Matemática (Licenciatura) (1152880),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.44,18,4,2017,0.6,4.84
Engenharia de Alimentos (112294),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.44,45,19,2017,0.03,5.42
Matemática (Licenciatura) (1152880),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.44,18,17,2017,0.1,5.34
Geografia (Licenciatura) (120777),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.44,61,9,2017,0.29,5.15
Química (Licenciatura) (99808),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.44,25,1,2017,0.66,4.78
Química (Licenciatura) (99808),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.44,25,11,2017,0.21,5.23
Engenharia Mecânica (13442),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.44,32,7,2017,0.36,5.08
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.43,46,6,2017,0.53,4.9
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.43,53,14,2017,0.25,5.19
Pedagogia (Licenciatura) (13410),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.43,74,10,2017,0.14,5.29
Letras-Português (Licenciatura) (1160083),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.43,44,2,2017,0.65,4.78
Letras-Português (Licenciatura) (1160083),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.43,44,8,2017,0.35,5.08
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.43,65,6,2017,0.42,5.01
Arquitetura e Urbanismo (1129147),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.43,49,20,2017,0.01,5.42
Engenharia Florestal (13456),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.43,21,8,2017,0.28,5.15
Engenharia Florestal (13456),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.43,21,10,2017,0.28,5.15
Arquitetura e Urbanismo (1129147),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.43,35,11,2017,0.13,5.29
Engenharia Florestal (13456),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.43,21,3,2017,0.55,4.88
Geografia (Licenciatura) (120777),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.43,61,7,2017,0.52,4.9
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.43,47,5,2017,0.28,5.15
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.43,47,5,2017,0.59,4.84
Química (Licenciatura) (1152881),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.42,33,18,2017,0.08,5.34
Engenharia Civil (13439),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.42,88,21,2017,0,5.42
Geografia (Licenciatura) (120777),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.42,62,19,2017,0.08,5.34
Letras-Português (Licenciatura) (1158116),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.42,31,8,2017,0.51,4.9
Engenharia de Alimentos (112294),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.42,43,10,2017,0.19,5.23
Engenharia Ambiental (112282),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.42,48,20,2017,0.07,5.34
Letras-Português (Licenciatura) (1158116),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.41,29,8,2017,0.5,4.92
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.41,46,3,2017,0.63,4.78
Engenharia Elétrica (13438),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.41,160,7,2017,0.4,5.01
Engenharia de Alimentos (118550),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.41,17,1,2017,0.58,4.83
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",5.41,51,2,2017,1.35,4.06
História (Licenciatura) (13405),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.41,73,11,2017,0.26,5.15
Letras-Português (Licenciatura) (1160083),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.41,44,9,2017,0.26,5.15
Letras-Português (Licenciatura) (1160083),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.41,44,3,2017,0.57,4.84
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.41,32,3,2017,0.39,5.02
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.41,32,12,2017,0.11,5.29
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.4,47,9,2017,0.32,5.08
Física (Licenciatura) (99810),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.4,15,4,2017,0.62,4.78
Física (Licenciatura) (99810),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.4,15,4,2017,0.38,5.02
Física (Licenciatura) (99810),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.4,15,3,2017,0.8,4.6
Física (Licenciatura) (99810),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.4,15,9,2017,0.5,4.9
Letras-Português (Licenciatura) (1160083),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.4,40,4,2017,0.54,4.86
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.4,35,21,2017,0.06,5.34
Química (Licenciatura) (99808),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.4,25,2,2017,0.7,4.7
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.4,53,3,2017,0.7,4.7
Química (Licenciatura) (1152881),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.39,33,12,2017,0.16,5.23
Ciências Sociais (Licenciatura) (13436),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.39,18,13,2017,0.16,5.23
Ciências Sociais (Licenciatura) (13436),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.39,18,10,2017,0.48,4.9
Engenharia (1106562),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.39,18,9,2017,0.47,4.92
Engenharia (1106562),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.39,18,4,2017,0.55,4.84
Engenharia (1106562),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.39,18,2,2017,0.56,4.83
Engenharia (1106562),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.39,18,4,2017,0.79,4.6
Engenharia (1106562),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.39,18,4,2017,0.51,4.88
Engenharia (1106562),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.39,18,2,2017,0.68,4.71
Arquitetura e Urbanismo (1129147),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.39,49,14,2017,0.16,5.23
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.39,31,13,2017,0.09,5.29
Letras-Português (Licenciatura) (1158116),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.39,31,10,2017,0.31,5.08
Pedagogia (Licenciatura) (13452),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.38,26,2,2017,1.32,4.07
Engenharia (13444),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.38,21,22,2017,-0.04,5.42
Pedagogia (Licenciatura) (13452),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.38,29,4,2017,0.68,4.7
Engenharia de Alimentos (112294),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.38,45,4,2017,0.32,5.06
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.38,32,12,2017,0.23,5.15
Geografia (Licenciatura) (13407),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.37,43,11,2017,0.29,5.08
Geografia (Licenciatura) (13407),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.37,43,13,2017,0.22,5.15
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.37,35,11,2017,0.14,5.23
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.37,35,15,2017,0.14,5.23
Engenharia (1106561),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.37,27,12,2017,0.14,5.23
Engenharia (1106561),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.37,27,5,2017,0.31,5.06
História (Licenciatura) (13405),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.37,73,16,2017,0.14,5.23
Engenharia Química (13441),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.37,65,5,2017,0.35,5.02
Engenharia de Produção (79570),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.37,52,23,2017,-0.05,5.42
Química (Licenciatura) (1152881),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.36,33,14,2017,0.21,5.15
Química (Licenciatura) (1152881),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.36,33,6,2017,0.31,5.06
Pedagogia (Licenciatura) (13410),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.36,88,5,2017,0.58,4.78
Engenharia Ambiental (112282),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.36,25,14,2017,0.07,5.29
Engenharia de Alimentos (118550),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.35,17,24,2017,-0.07,5.42
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.35,54,13,2017,0.12,5.23
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.35,54,7,2017,0.29,5.06
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.35,40,15,2017,0.06,5.29
Geografia (Licenciatura) (13407),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.35,43,17,2017,0.12,5.23
Pedagogia (Licenciatura) (13452),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.34,29,8,2017,0.29,5.06
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.34,32,25,2017,-0.07,5.42
Engenharia (118562),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.34,32,14,2017,0.12,5.23
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.34,67,15,2017,0.19,5.15
Geografia (Licenciatura) (120777),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.34,62,18,2017,0.11,5.23
Ciências Sociais (Licenciatura) (13436),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.33,18,26,2017,-0.08,5.42
Engenharia (1106562),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.33,18,14,2017,0.15,5.18
Engenharia (13444),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.33,21,15,2017,0.15,5.18
Física (Licenciatura) (99810),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.33,15,15,2017,0.14,5.19
Matemática (Licenciatura) (1152880),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.33,18,5,2017,0.45,4.88
Matemática (Licenciatura) (1152880),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.33,18,15,2017,0.11,5.23
Matemática (Licenciatura) (1152880),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.33,18,19,2017,0.1,5.23
Química (Licenciatura) (1152881),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.33,33,12,2017,0.25,5.08
Engenharia (1106562),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.33,18,6,2017,0.18,5.15
Engenharia (1106562),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.33,18,16,2017,0.18,5.15
Engenharia (13444),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.33,21,16,2017,0.11,5.23
Engenharia (13444),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.33,21,5,2017,0.73,4.6
Engenharia de Produção (1106578),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.33,27,17,2017,0.11,5.23
Engenharia Florestal (13456),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.33,21,3,2017,0.51,4.83
Física (Licenciatura) (99810),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.33,15,7,2017,0.18,5.15
Física (Licenciatura) (99810),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.33,15,1,2017,0.72,4.61
Física (Licenciatura) (99810),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.33,15,1,2017,0.87,4.46
Matemática (Licenciatura) (1152880),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.33,18,10,2017,0.19,5.15
Matemática (Licenciatura) (1152880),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.33,18,8,2017,0.32,5.01
Matemática (Licenciatura) (1152880),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.33,18,13,2017,0.25,5.08
Química (Licenciatura) (99808),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.33,24,17,2017,0.18,5.15
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.33,67,9,2017,0.27,5.06
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.33,46,4,2017,0.34,4.99
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.33,46,5,2017,0.46,4.86
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.33,46,6,2017,0.31,5.02
Geografia (Licenciatura) (13407),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.33,43,27,2017,-0.09,5.42
História (Licenciatura) (13449),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.32,74,20,2017,0.09,5.23
Geografia (Licenciatura) (120777),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.32,62,11,2017,0.18,5.15
