X,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,NT_GER,NT_FG,NT_CE,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
795,2014,2564,10002,10028,5902,13442,1,2504009,25,2,27,2004,2005,1,1,0,1,1,48.7,51.2,47.8,A,C,A,D,E,B,D,B,D,E,A,A,A,A,A,25,B,A,A,B,A,A,A,A,E,F,3,7,6,4,6,1,5,4,4,1,7,5,5,4,6,5,1,3,3,1,1,7,4,6,6,3,3,1,3,1,2,6,6,5,6,6,1,4,1,2,1,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
796,2014,2564,10002,10028,5902,13442,1,2504009,25,2,22,2009,2010,1,1,0,1,1,41.3,68.1,32.3,A,A,A,E,D,B,F,D,C,A,A,A,E,A,A,25,B,A,D,A,A,E,B,A,A,A,5,6,5,4,6,6,6,5,6,5,6,6,6,6,6,5,5,6,4,4,4,6,3,5,5,6,5,4,4,5,5,5,5,6,4,6,6,5,2,6,6,6,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
797,2014,2564,10002,10028,5902,13442,1,2504009,25,2,22,2008,2010,1,1,0,1,1,45.1,51.3,43,A,C,A,F,E,B,G,F,C,D,A,A,A,A,A,25,B,A,A,C,A,D,A,E,B,F,5,5,5,5,5,6,5,5,6,5,6,6,5,6,5,5,5,5,5,4,5,5,4,4,6,5,4,4,4,5,6,6,4,4,4,4,4,6,5,5,3,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
798,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2009,2010,1,1,0,1,1,34.2,33.8,34.3,A,B,A,C,C,B,D,D,C,A,A,A,D,A,A,25,B,A,B,A,B,A,B,A,E,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
799,2014,2564,10002,10028,5902,13442,1,2504009,25,2,27,2005,2009,1,1,0,1,1,54,37.5,59.5,A,C,A,D,D,A,A,G,B,A,A,A,A,A,A,28,B,A,B,C,A,B,B,A,E,F,5,4,3,5,5,4,4,5,5,5,4,3,3,3,4,5,5,4,3,3,1,1,3,8,4,2,5,7,2,3,4,2,1,2,3,3,1,3,1,3,1,2,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
800,2014,2564,10002,10028,5902,13442,1,2504009,25,2,27,2004,2011,1,1,0,1,1,49.1,72.5,41.3,A,A,A,E,E,B,E,E,C,D,A,A,A,A,A,25,B,A,B,C,A,A,B,A,E,C,5,4,5,4,4,5,5,6,5,5,4,4,5,4,5,6,5,5,5,4,4,4,4,8,8,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,4,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
801,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2012,1,1,0,1,1,55.4,79.8,47.3,A,C,A,D,B,B,C,B,C,A,A,A,B,A,A,25,B,A,B,A,A,B,C,E,E,C,5,4,3,4,4,4,4,4,4,4,3,3,5,1,2,6,5,6,4,3,4,3,4,8,8,5,5,3,3,4,5,4,4,5,5,4,4,5,2,1,1,2,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
802,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2009,1,1,0,1,1,63.8,68.4,62.3,A,A,A,A,D,D,A,B,B,A,A,A,B,A,A,25,A,A,F,G,A,C,D,E,H,F,6,5,6,6,6,6,6,5,6,5,4,5,4,3,4,3,5,5,4,4,3,5,5,4,4,6,6,4,5,3,4,4,5,4,3,4,4,5,4,3,3,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
803,2014,2564,10002,10028,5902,13442,1,2504009,25,2,22,2009,2010,1,1,0,1,1,45,72.6,35.8,A,C,A,D,E,D,E,A,A,A,A,A,D,A,A,26,A,A,B,C,A,B,D,E,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
804,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2009,1,1,0,1,1,59.5,66.2,57.2,A,A,A,C,E,D,D,F,D,E,A,A,B,A,A,25,B,A,B,A,A,B,D,E,A,F,6,5,3,6,6,6,5,5,5,5,5,6,6,5,5,5,5,6,6,3,5,5,5,4,5,6,5,5,4,5,5,5,5,6,5,6,5,6,5,5,5,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
805,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2009,1,1,0,1,1,65,59.1,67,A,C,A,F,F,B,B,E,B,A,A,A,B,B,A,27,B,A,A,C,A,A,D,E,H,A,6,3,6,2,6,6,3,2,2,5,4,4,4,4,2,4,6,6,6,6,2,1,3,7,6,7,6,1,1,4,5,3,1,4,1,1,1,2,1,2,2,1,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
806,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2009,1,1,0,1,1,56.1,76.4,49.3,A,A,A,D,C,B,B,C,C,A,A,A,B,B,A,24,A,B,B,C,A,A,C,A,A,F,2,2,1,2,1,4,1,1,1,1,1,1,1,6,1,6,6,6,6,1,1,1,1,8,8,1,1,1,1,5,4,5,4,5,5,4,3,1,1,1,1,1,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
807,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2007,2010,1,1,0,1,1,45.8,37,48.7,A,C,A,D,F,B,C,F,B,A,A,F,A,B,A,25,B,A,B,C,A,C,D,A,E,A,4,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
808,2014,2564,10002,10028,5902,13442,1,2504009,25,2,26,2007,2008,1,1,0,1,1,38.9,73.5,27.3,A,A,A,E,D,B,D,E,B,A,A,A,A,A,F,25,B,A,B,C,A,A,C,E,A,A,6,6,6,4,6,6,6,6,6,5,5,5,5,5,4,5,5,4,4,4,5,5,5,4,7,5,5,5,6,5,6,5,5,5,5,5,5,5,4,5,4,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
809,2014,2564,10002,10028,5902,13442,1,2504009,25,2,25,2008,2009,1,1,0,1,1,51.2,73.3,43.8,A,A,A,B,D,B,G,B,B,A,A,A,A,A,A,25,B,A,A,K,A,C,B,E,H,A,5,4,4,5,4,4,5,4,6,4,5,5,5,3,5,6,3,3,4,4,4,4,5,3,4,4,4,8,4,5,5,8,4,6,5,4,4,4,4,4,5,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
810,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2008,2011,1,1,0,1,1,37.5,58.3,30.5,A,A,A,D,D,B,E,B,C,B,A,A,A,A,A,25,A,A,B,H,A,B,E,D,A,F,5,5,5,5,5,2,3,4,6,6,3,3,5,5,6,6,2,3,4,2,5,5,5,8,8,5,2,1,4,6,5,2,4,6,5,5,6,4,7,4,7,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
811,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2006,2007,1,1,0,1,1,44.1,54.7,40.5,A,A,A,F,D,B,B,B,B,A,A,A,C,A,A,25,B,A,B,H,A,D,D,E,E,A,5,4,3,2,6,4,5,3,5,5,2,3,4,2,2,5,2,2,2,2,2,2,2,4,6,3,4,1,5,5,5,5,4,5,3,1,1,2,8,5,2,1,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
812,2014,2564,10002,10028,5902,13442,1,2504009,25,2,25,2006,2008,1,1,0,1,1,40.1,52.5,36,A,C,A,E,D,B,D,E,B,A,A,A,E,A,A,26,B,A,B,C,A,A,B,A,E,F,4,5,4,6,5,6,6,5,6,5,5,4,5,4,3,4,5,5,4,8,5,3,5,8,5,2,6,2,3,3,5,5,4,4,4,4,3,4,8,5,5,3,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
813,2014,2564,10002,10028,5902,13442,1,2504009,25,2,28,2003,2013,1,1,0,1,1,49.7,78.7,40,A,A,A,B,D,B,D,B,B,A,A,A,E,A,A,25,B,A,B,C,A,B,C,A,C,F,6,4,4,2,2,6,4,2,4,6,5,5,5,5,2,6,6,6,2,2,4,4,3,2,2,6,5,4,4,5,4,5,4,5,5,4,5,5,4,4,5,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
814,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2006,2007,1,1,0,1,1,53.1,59.2,51,A,C,A,E,E,B,B,D,B,A,A,A,A,A,A,25,B,A,B,A,A,B,B,E,A,A,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,6,6,6,6,6,6,6,6,7,7,6,6,6,4,6,6,6,6,6,6,4,4,6,8,4,6,4,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
815,2014,2564,10002,10028,5902,13442,1,2504009,25,2,25,2006,2013,1,1,0,1,1,28.7,63.6,17,B,C,A,C,D,C,C,A,C,B,A,A,A,A,A,25,E,A,B,C,A,C,C,A,B,F,5,2,5,6,6,5,6,6,6,3,2,2,6,6,6,6,6,6,3,3,3,1,7,7,6,6,6,6,3,6,6,6,6,6,6,1,1,6,6,1,1,2,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
816,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2008,2009,1,1,0,1,1,23,31.9,20,A,A,A,B,C,B,C,B,C,A,A,F,B,A,A,25,B,A,B,C,A,C,D,E,E,C,5,5,5,5,4,6,6,6,4,6,5,4,6,4,5,6,6,6,5,4,3,4,6,7,7,6,6,4,4,5,5,4,4,5,5,3,4,6,4,6,3,2,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
817,2014,2564,10002,10028,5902,13442,1,2504009,25,2,24,2008,2009,1,1,0,1,1,32.8,62.7,22.8,A,C,A,D,D,A,A,C,B,A,A,A,A,A,A,25,B,A,C,E,A,B,D,E,E,F,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
818,2014,2564,10002,10028,5902,13442,1,2504009,25,2,33,2001,2011,1,1,0,1,1,46.3,60.5,41.5,A,C,A,A,A,B,C,B,E,E,A,A,A,A,A,25,A,A,A,K,A,A,B,E,E,A,2,7,2,3,8,4,5,4,2,3,2,3,3,2,4,3,2,3,1,1,2,1,3,5,8,3,3,3,2,3,2,3,3,3,3,4,3,3,8,3,1,3,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
819,2014,2564,10002,10028,5902,13442,1,2504009,25,2,23,2008,2009,1,1,0,1,1,59.1,75,53.8,A,C,A,B,F,B,D,F,C,A,A,A,F,C,A,25,B,A,B,H,A,A,C,A,E,F,5,4,5,4,5,4,6,5,5,5,3,4,4,3,4,6,5,5,5,4,1,2,4,7,7,6,6,2,4,5,4,5,4,5,4,2,2,4,1,4,4,3,,,,,,,,,,,,,,Engenharia Mecânica,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
820,2014,2564,10002,10028,6306,13445,1,2504009,25,2,22,2009,2014,1,1,0,1,1,43.8,36.4,46.3,A,C,A,A,B,B,E,A,B,A,A,F,B,A,D,25,A,A,A,C,B,A,D,E,E,C,5,7,4,5,6,5,5,4,5,6,5,4,4,3,5,5,2,5,3,2,3,2,3,8,8,2,3,4,4,6,5,4,8,5,4,4,4,4,2,4,5,4,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
821,2014,2564,10002,10028,6306,13445,1,2504009,25,2,24,2008,2009,1,1,0,1,1,45.1,63.3,39,A,A,A,D,D,B,H,A,B,A,A,A,A,A,A,25,B,A,B,B,A,B,D,E,B,F,6,4,6,6,6,5,6,6,5,6,5,6,6,4,6,6,6,6,5,5,6,5,6,8,6,3,6,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
822,2014,2564,10002,10028,6306,13445,1,2504009,25,2,24,2007,2012,1,1,0,1,1,57.8,86.9,48.1,A,A,A,E,E,B,D,F,B,A,A,A,B,A,A,25,B,A,B,C,A,C,C,E,A,F,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,5,6,6,6,8,6,5,6,6,6,6,6,6,5,5,6,6,8,6,6,5,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
823,2014,2564,10002,10028,6306,13445,1,2504009,25,2,25,2007,2009,1,1,0,1,1,37.3,79.5,23.2,A,C,A,D,E,B,E,D,B,A,A,A,C,A,A,26,B,A,B,C,A,A,C,A,H,I,5,5,3,3,5,5,4,4,5,5,4,3,5,4,6,6,6,6,6,5,4,5,5,8,8,6,8,8,4,6,5,6,6,6,5,5,5,5,5,5,7,4,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
824,2014,2564,10002,10028,6306,13445,1,2504009,25,2,24,2007,2012,1,1,0,1,1,49.1,69.5,42.3,B,A,A,C,E,C,B,B,A,A,A,A,B,A,A,25,B,A,B,G,A,B,C,E,A,F,6,5,6,6,6,6,5,6,6,5,5,5,4,4,4,6,5,6,5,4,4,3,4,3,5,3,3,2,5,5,5,5,4,4,4,3,3,5,1,2,1,1,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
825,2014,2564,10002,10028,6306,13445,1,2504009,25,2,24,2007,2012,1,1,0,1,1,35.9,56.6,29,A,A,A,D,E,B,D,B,B,A,A,A,B,B,A,25,B,A,B,C,A,B,C,E,A,A,5,7,2,4,5,4,7,7,5,6,4,4,6,7,5,5,6,6,6,8,5,3,5,7,7,5,5,3,5,5,6,5,3,5,1,5,3,5,5,5,2,1,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
826,2014,2564,10002,10028,6306,13445,1,2504009,25,2,25,2007,2009,1,1,0,1,1,34.8,61.2,26,A,C,A,D,E,B,E,D,B,A,A,F,C,A,A,26,B,A,B,C,A,A,C,A,H,F,4,8,5,3,5,6,4,5,3,4,2,4,4,3,4,5,4,3,5,1,3,5,4,8,8,3,4,5,5,6,5,5,5,5,5,4,4,5,3,7,7,4,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
827,2014,2564,10002,10028,6306,13445,1,2504009,25,2,25,2007,2009,1,1,0,1,1,30,34.6,28.5,A,C,A,D,D,B,D,A,B,A,A,A,D,A,A,25,A,A,A,A,A,B,E,E,A,F,6,6,4,5,6,6,5,5,5,4,5,4,6,5,6,6,6,6,5,6,6,5,5,7,4,3,2,7,6,6,6,6,6,6,6,6,6,5,6,6,4,6,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
828,2014,2564,10002,10028,6306,13445,1,2504009,25,2,31,2001,2011,1,1,0,1,1,40.5,62.3,33.2,B,B,A,A,A,F,B,A,C,A,A,F,F,A,A,25,A,A,B,G,B,D,C,E,H,I,2,4,2,3,1,3,4,1,3,3,1,4,5,1,1,1,1,5,1,1,1,1,4,1,3,5,5,2,3,3,3,6,1,4,4,6,6,3,1,1,1,1,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
829,2014,2564,10002,10028,6306,13445,1,2504009,25,2,23,2009,2012,1,1,0,1,1,54.4,82.4,45,A,A,A,D,B,D,D,C,C,A,A,A,B,A,A,25,E,A,B,C,A,C,C,E,H,A,6,5,6,5,6,6,6,5,6,4,5,5,6,6,6,6,6,6,1,8,5,6,6,8,8,6,6,1,5,6,5,5,5,3,4,5,6,4,1,3,1,2,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
830,2014,2564,10002,10028,6306,13445,1,2504009,25,2,25,2006,2011,1,1,0,1,1,56.7,67.5,53.1,A,A,A,D,C,B,D,B,D,A,A,A,B,A,A,25,A,A,B,C,A,C,C,E,E,F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,4,4,5,5,5,8,5,5,5,4,6,5,6,6,5,5,5,5,5,5,8,5,6,5,,,,,,,,,,,,,,Engenharia,14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
